Daily counts of chum below counting fence. | neutral | 0.6996630430221558
Snorkel surveys conducted 2011-08-21; 2011-09-03; 2011-09-15 & 2011-10-24. Poor survey timing for coho, sockeye was the target species. Expanded PL+D used for the estimate. Updated May 2017. | negative | 0.7052500247955322
45 days used for adult survey life and 20 for jacks. | neutral | 0.8942546844482422
Person Preparing Report: Ross Hickling Distribution of Spawning Salmon: Chum - lower 0.6 km main and 1 km scattered. Chinook, sockeye - 1.3 km. Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Report late: Dec/Jan run of chinook. (20) Predator Interactions: Bear. | neutral | 0.9442459344863892
Snorkel surveys conducted 2018-09-13; 2018-09-24; 2018-10-03; 2018-10-12, 2018-10-18, 2018-11-017, 2018-11-18 No Pink observed. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9317129850387573
Snorkel surveys conducted on 2020-09-29, 2020-10-05, 2020-10-28, 2020-11-10. Low reliability surveys based on environmental conditions. Expanded peak live plus dead used. | negative | 0.8118438720703125
Carnation Creek Fish-Forestry Interaction Study. Data was collected at a permanent counting fence. Adjustments to the count have been made to account for flood events. | neutral | 0.9549199342727661
Data was reviewed February 2009 by Jeff Till. Total escapement estimate from 1996 PSARC Abundance Forecast report. Swim-in nos from 1996 PSARC Abundance Forecast report. Broodstock nos. from OHEB Escapement Database and direct from Robertson Creek Hatchery data review in 2006. Estimates include: manual daytime fishway observations from Sept 1 to Nov 8, 1994. daytime counts adjusted for observer error based on comparison of real time counts/ speciation of migrating fish in various time periods with close manual observation of those fish by use of a dip net from a containment area. The fishway was closed at night. Natural Jacks include 0 Jimmies. Other Jack Removals include 2 Jimmies. Jimmy numbers also included in subsequent Totals. | neutral | 0.9308134317398071
Expanded PL+D. | neutral | 0.8898285627365112
Snorkel surveys conducted 2011-09-02; 2011-09-14; 2011-09-21 & 2011-10-21. No sockeye observed. | neutral | 0.9249847531318665
Stream walk conducted 2013-11-08. Only one survey in 2013, poor survey coverage and timing. No chum were observed. Very low reliability. | negative | 0.8511630892753601
Snorkel surveys conducted 2015-09-06; 2015-09-18; 2015-09-29; 2015-10-08; 2015-10-22; & 2015-11-03. | neutral | 0.9330820441246033
Snorkel surveys were conducted 2015-09-30 & 2015-11-06 on the Upper Jansen Creek, Jansen Lake inlet and outlet. Poor survey condition on both surveys. No chum were observed. | negative | 0.788724958896637
Snorkel surveys conducted 2014-09-08; 2014-09-22; 2014-09-29; 2014-10-06; 2015-10-15; & 2014-11-11. Survey conducted 2014-11-11 was excluded from calculations because it was a late zero count. Heavy rains in mid to late October created poor survey conditions. Survey crews were unable to conduct surveys due to high water levels and dangerous river conditions. 2 sockeye were seen on the first 3 surveys and 1 sockeye on the 4th survey, so "Adult Present" has been entered as the escapement estimate . | negative | 0.5039433240890503
Person Preparing Report: Hank Buitendyk, CPV Field Crew: Hank Buitendyk Unusual Drought: Yes Predators Counted During Surveys: Yes Other Comments (May relate to several species): (2) CO Run 1 Reliability: Creek very dry (2) CM Run 1 Reliability: Same as coho (3) CO Run 1 Enumeration Class: Stream walking only way, no deep pools (3) CM Run 1 Enumeration Class: Same as coho (13) Drought: Very low gradiant, creek needs lots of rain to make it possible for coho to go over falls (20a) Predator counts by date and predator type: 10/12/98 1 Bear; 1 Seal; 1 eagle | neutral | 0.9282950758934021
Person Preparing Report: Richard Smith (Thorton Creek Hatchery) Field Crew: Thorton Creek Hatchery Debris Torrent: Yes % of Spawning Habitat Surveyed: 90% Distribution of Spawning Salmon: Chum use lower end to first canyon, chinook use river to lake, and coho use all of the river but the upper river is used the most. Other Unusual Conditions: Yes Salmon Distribution or Predator Interactions: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Surveys began in June. October 21st and November 12th are upper River swims only as the lower river were too high to swim. (10) Debris jams: Lower end of upper river is being damaged from logging, log jams have diverted river into new channel. (15) General Comments on Unusual Conditions: A 500 meter stretch of upper river has been diverted through standing timber and created a new channel. Area totally dried up this stream for a good kilometer. (20) On Salmon Distribution: Chum dig up lots of early spawned eggs. (20) On Predator Interactions: Lots of seals and bears. (22) List Supplementary Documentation: BC16 originally prepared by Richard Smith at Thorton Creek Hatchery; reviewed by Rick Ferguson May 2000. | na | nan
Person Preparing Report: Seaton Taylor, StAD (250) 756-7006 Field Crew: WCVI Snorkel Survey Crews Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Detailed information for each inspection available from Stock Assessment. | neutral | 0.9496501088142395
Snorkel surveys conducted 2014-08-28; 2014-09-22; 2014-09-23; 2014-09-27; 2014-09-29; 2014-09-30; 2014-10-07. Survey 2014-10-07 was done by two different crews on the same day. Survey conducted 2014-08-21 & 2014-08-28 were excluded because they were early zero counts and the survey conducted 2014-09-29 was excluded due to poor survey conditions. 2014-09-30 survey covered only a portion of the survey section, so a %pop expansion of 44% was applied based on the average % observed in the covered section (14-6) vs full survey (14-0) in the previous two full surveys. The NTC did a Chinook mark recapture program so their surveys targeted Chinook. Chinook jack were only observed on the September 27th survey and crews did not record any dead Chinook while doing the mark recapture program. Also, there was a large difference in the number of fish observed by each survey crew on the October 7th survey. Heavy rains in mid to late October created poor survey conditions. Survey crews were unable to conduct surveys due to high water levels and dangerous river conditions. The Expanded PL+D estimate would normally be used as the escapement estimate. Conuma River Hatchery staff removed 194 adults (99 male & 95 female) and 27 jacks for broodstock. Open Mark-Recapture estimate from NTC staff was 2,808 Adult Chinook spawners (for documentation refer to the Pacific Salmon Commission-Sentinel Stock Committee 2014 Final Report for the Burman Project), Conuma Hatchery staff estimated 3,100 spawners. | na | nan
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Field Crew: CCGC Comox Post % of Spawning Habitat Surveyed: 100% Distribution of Spawning Salmon: Fish located between mouth and 100 metres. No fish found beyond the 100 metres. Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Detailed information for inspection available from Stock Assessment Division. Low reliability. Only one visit to this creek by CCGC Comox Post. | neutral | 0.8490929007530212
Snorkel surveys conducted 2012-09-06; 2012-09-15; 2012-09-25; 2012-10-05; 2012-10-23; & 2012-11-09. Extremely low water until mid October, then high water creating unsafe conditions which keep surveyors out of the river until October 23rd. | neutral | 0.6703388094902039
Snorkel surveys conducted 2017-10-20 & 2017-11-06. Poor survey coverage for chinook, chum was the targeted species. The Expanded PL+D was used as the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.6304522752761841
Snorkel survey conducted 2015-10-29. Poor survey coverage, only one survey in 2015. The water conditions were slightly turbid, the water level was above normal and the fish visibility was medium; however, overall reliability of the survey was recorded as high. The "Expanded PL+D" was used as the escapement estimate. | negative | 0.708577036857605
Conuma Hatchery staff enumerated this stream and submitted Stream Inspection Logs. Stream and snorkel surveys were conducted 2012-09-23 & 2012-10-11 for both chinook and chum broodstock. No pink salmon were observed. | neutral | 0.9501954913139343
Snorkel surveys conducted 2013-09-04; 2013-09-17; 2013-10-09; 2013-10-15; 2013-10-28 & 2013-11-09. 2 males and 5 females taken by the Tahsis Enhancement Society as broodstock. | neutral | 0.9463204145431519
Somass system data reviewed March & April 2006. Updated coho escapement numbers for the Somass System provided by DFO Stock Assessment Technician Jeff Till. Sproat sockeye counters - continuous count from 1985-05-29 to 1985-10-08.The Sproat Lake counters are designed for counting sockeye only. The counters count everything that passes through the tunnels and there is a visual count for two hours, twice a week to calibrate the counts. During the visual counts, the absolute number of fish and species composition are recorded then compared with the counter count. The information collected is then used to calibrate the counter data between the visual counts. Calibrations and biosampling (bypass data) is the only time in which other species besides sockeye is observed. As the survey year progresses the calibrations decrease and it is quite feasible to have one (2 hour) calibration done in the month of September when the coho, chum and chinook are travelling through, during this time a greater effort is placed on the Stamp Falls Fishway. This makes it difficult to come up with an escapement estimate for coho, chum and chinook. If the salmon species was observed and recorded in the bypass data, counter calibration data or snorkel survey in the Taylor River then a presence will be entered as the escapement estimate. Both adult and jack coho recored as being observed in the counter calibration data so "Presence" has been entered as escapement estimate. Comment on original 1985 BC16 for the Somass System. Water levels very low in November. Distribution of spawning salmon: chum in lower river, chinook throughout Sproat and Stamp Rivers, sockeye in lakes, steelhead and coho throughout. Predation normal by wild animals and heavy by man. minor evidence of digging up eggs by later spawning chinook. Obstructions: passable by fishways, falls on Sproat and Stamp River, control dam on Stamp River. In addition to a 5 page supplemental report attached to the BC16, there the following comment not captured on the BC16: Again in 1985 no estimates of spawners utilizing tributary streams in the Somass watershed were carried out due to insufficient manpower .... list of tributaries .... lack of inspections due primarily to 1/3 reduction in Fishery Officer staff in Area 23 and extended duties associated with Area 22 chum fishery. Unable to read the name of the person preparing the BC16 report. | na | nan
Boat survey conducted 2017/10/06. Only one boat survey was done in 2017, poor survey coverage. No coho were observed. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.6399440169334412
Only one survey done this year on 2005-09-08 just prior the Fishway going in. No surveys were done on the lower river so Not Inspected has been entered as the escapement estimate. | neutral | 0.8085463047027588
Person Preparing Report: Doug Palfrey Field Crew: Tofino/Thorton Ck Hatchery Crew Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Numerous coho and cutthroat fry July 15th, October 15th and December 7th. Resident Rick Cootes walked to 1.5km. Small system with 3 tribs, unlogged valley. | neutral | 0.9461537003517151
Chum seen on two surveys. Lower 1 km surveyed. | neutral | 0.9127192497253418
Full surveys conducted Aug 24, Sep 8, 15, 22, 29, Oct 6, 13,20,26, and Nov 10. .Final Henderson fence count before removal on Sep 2 was 17,816. Some earkly fish made it into river but bulk of run was cut off from river until rain in late october. Fish started to spwan in lake until rain event saw a mass influx into river. Expanded AUC based on 15-25 day residence time. Unexpanded estimate at 15-25 residence is 13,621 (10,897-18,161) At (9-20) residence time Unexpanded: 18,788 (13,621-30,269), Expanded: 25,737 (18,659-41,465). | neutral | 0.9264957308769226
PL+D estimate.Surveys on Sep 10, 21 and Oct 9. Better weather windows than previous years allowed access for more surveys than normally attained. Captured Peak. | positive | 0.8050363063812256
Snorkel surveys conducted 2017-08-29; 2017-09-17; 2017-11-17 & 2017-12-11. Poor survey coverage and timing, no surveys conducted late Sept or Oct. Chinook was not the targeted species. The PL+D in not a good representation of the population so Adults Present has been used as the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.7545216083526611
Conuma River Hatchery staff visited the Gold River twice in September to capture chinook broodstock with a beach seine. The hatchery staff noted; Observed over the course of two days of swim observations between town and the pump house pool, there were fish above the town but of unknown quantity, achieved egg target (for chinook). 2 Chum were released from the beach seine so "Adult Present" has been entered as the escapement estimate. | neutral | 0.8718774914741516
Snorkel surveys conducted 2015-09-07; 2015-09-17; 2015-09-30; 2015-10-07 & 2015-10-23. Good survey conditions and moderate coverage. Surveys conducted 2015-10-07 & 2015-10-23 were both zero counts, the Upper Megin survey did not occur in Nov. There were long gaps between surveys so the "Expanded PL+D was used as the escapement estimate. | positive | 0.516293466091156
Surveys on Nov 6, 10, 15. No Chum observed. | neutral | 0.9429739117622375
2 surveys early in season (Sep-3, Sep-15). Poor migration coverage, PL+D (EXP) used but likely not representative of 2021 migration. | negative | 0.8213125467300415
Surveys on 08-28, 09-09, 09-22, 09-30, 10-05, 10-19, 10-26, 11-02. Good Survey coverage, with good front end coverage. CM still present at last survey, but not fresh fish. | positive | 0.7824294567108154
Surveyed by Thornton Creek Enhancement Society. | neutral | 0.9032189249992371
Person Preparing Report: Ross Hickling Distribution of Spawning Salmon: Lower 4 km mostly. Coho unknown. Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Oct. 29 inspection log missing - could change chum count. (20) Predator Interactions: Bear. | neutral | 0.9175626039505005
Snorkel surveys conducted 2012-10-23 & 2012-11-04. Poor survey coverage for this stream, only two surveys targeting chum and due to deteriorating river conditions the second survey was the lower river only. | negative | 0.884488582611084
Stream walks Oct 14, 19, 31, and Nov 6 | neutral | 0.8954521417617798
Snorkel surveys conducted 2016-09-22; 2016-10-24 & 2016-11-18. Chum Creek was surveyed three times, once by NTC (Sep 22), twice by BCCF, Oct 24 and Nov 18, in 2016. Due to the heavy rains that persisted throughout October, the windows available for additional surveys were very small. Due to the high flows throughout the fall of 2016, dead counts were minimal as it is assumed that carcasses have been washed out of the system. Chinook were only observed in 2 of the 3 surveys, the raw PL+D was used as the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary | neutral | 0.9282443523406982
Snorkel Surveys conducted on 2019/09/22, 2019/09/30, 2019/10/08 2019/10/15, 2019/10/24 (x2), 2019/10/30, 2019/11/04; Stream walk conducted 2019/09/21.Oct 10th (drone) and September 25th(Bank walk) also conducted. .Expanded Peak Live + Dead used. | neutral | 0.9238641262054443
Somass system data reviewed February & March 2006. One survey Oct. 17th. Comments on BC16 indicated that this stream is a good coho producer but run was later then when the inspection was done so no coho were observed. 150 sockeye were observed in the first 400 M of the creek upstream from the mouth - since we do not survey for sockeye in this creek a SEN has not been created for sockeye. Brad Rushton was the person that prepared the BC16. | neutral | 0.7925958037376404
Muchalat River was sruveryed on 09/09/2022, 12/10/2022, and 16/11/2022. Drough conditions in Nootka Sound occurred from 09/09/2022 to 23/10/2022. Expanded peak live plus dead estimate used for Coho. | neutral | 0.8561066389083862
Person Preparing Report: L.V. Gordon Other Comments (May relate to several species): Stream not inspected this year, low priority. | negative | 0.8006231188774109
Only one survey Oct 15, 2020, targeting Chum | neutral | 0.9369866251945496
Weekly surveys. Many debris jams will have obscured some coho. Sections 1-7 surveyed, 3.5 km. Lower reach not surveyed. | neutral | 0.6308823227882385
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Field Crew: StAD % of Spawning Habitat Surveyed: 100% Distribution of Spawning Salmon: Most fish were observed spawning in the upper river. Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Atlantic salmon were reported caught in the native fishery in the estuary in October. (20) On Predator Interactions: Fewer than normal bears (relative to past years). | neutral | 0.9446337819099426
Snorkle surveys were conducted on 08/09/2021, 15/09/2021, 23/09/2021, 04/10/2021, 19/10/2021, 30/10/2021 and 18/11/2021. A total of 116 chinook were removed for brood on Septermber 13th and 15th. Expanded AUC estimate used for Chinook. | neutral | 0.8748459219932556
Surveyed by TCES. Peak Nov 17. | neutral | 0.9147462248802185
Stream walk of a tributary (Rousseau Crk) on Nov 1st counted 64 adult CO and 31 jack CO. | neutral | 0.9590612649917603
Survey life of 60 days used for adult AUC calculation and 45 days for jacks. | neutral | 0.9353392720222473
Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Chum estimates are between 1500 - 2000 fish Observations by HHP (Hesquiat harbour) crew | neutral | 0.9390662312507629
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Unusual Drought: Yes Salmon Distribution or Predator Interactions: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from system, not just those used for brood. Unusual numbers of jacks: Proportion of coho jacks = 26%. (13) Drought: Below normal water levels in September, increasing to normal levels by mid October. (20) On Predator Interactions: None reported. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9072073698043823
Person Preparing Report: Hank Buitendyk, CPV Field Crew: Hank Buitendyk Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Only 2 visits, not enough information to provide an estimate. | neutral | 0.8728955388069153
Stream walk conducted 2013-11-08, Poor survey coverage in 2013, only one survey. The Expanded PL+D used as the escapement estimate, very low reliability. | negative | 0.8600380420684814
Estimate provided by Peter Tschaplinsk with the BC Government. The fence went in Sept 19th and surveys began on the 21st and continued until Dec. 12th. The fence was pulled Dec 2nd. and created an upstream barrier preventing the chum from leaving the survey area. | neutral | 0.8644265532493591
Walk survey conducted 2013-09-16 and snorkel surveys was conducted 2013-09-25; 2013-10-08 & 2013-10-24. The surveys target chum; therefore, it is a high probability the surveys ended before the peak of the run. Expanded PL+D used for the escapement estimate. | neutral | 0.8966453075408936
Stream walk conducted 2014-10-10. Poor survey coverage, only one survey done in 2014. Heavy rains in mid to late October created poor survey conditions. Survey crews were unable to conduct surveys due to high water levels and dangerous river conditions. Chum was the target species, no Chinook were observed. | negative | 0.875530481338501
Snorkel surveys conducted 2015-10-25 & 2015-11-10. Poor survey coverage, only two surveys conducted in 2015. Chum was the targeted species, no coho were observed. | negative | 0.8514273762702942
Person Preparing Report: Richard Smith, Thorton Creek Hatchery | neutral | 0.9445913434028625
Conuma River Hatchery staff conducted a survey using a boat and beach seine in the lower pool on 2015-09-25; visited the river 5 times between 2015-09-30 and 2015-10-09 to do chum broodstock removal and did a bank/walk survey on 2015-10-15. 295 male and 248 female for a total of 543 adult chum removed from this system for broodstock. Poor survey coverage in 2015. The "Expanded PL+D" was used as the escapement estimate. | neutral | 0.7355707287788391
Person Preparing Report: Doug Palfrey Field Crew: Tofino/Thorton Ck Hatchery Crew Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Covered from bridge to lake. Creek up high and murky. Although only two were observed an estimate of that section would be about 20. The bulk of the coho are above the bridge as in past years. An estimate of that stretch would be about 100. | neutral | 0.9069273471832275
Snorkel surveys conducted on 2011-10-01 & 2011-10-14. Only two surveys in 2011. The raw PL+D and expanded PL+D were the same so the raw PL+D was used. | neutral | 0.9316681027412415
Stream walk conducted 2014-11-03. Poor survey coverage, only one survey done in 2014. Heavy rains and high waters throughout October. Water levels were back to normal the beginning of November, Four adult coho and two coho jacks were observed during the survey and are not representative of the coho population so Adults Present has been entered as the escapement estimate. | negative | 0.7474688291549683
Person Preparing Report: David Beggs, CPV Debris Torrent: Yes Other Comments (May relate to several species): (10) Debris jams: Large log jam at 150m - passable at this time. | neutral | 0.9250071048736572
2 surveys (Sep-21, Oct-04). Poor migration coverage, PL+D (EXP) used but likely not representative of 2021 migration. | negative | 0.8302307724952698
Snorkel surveys conducted 2018-09-18; 2018-10-02; 2018-10-11; 2018-10-19; 2018-11-07; 2018-11-30 & 2019-01-17. Good Survey coverage | positive | 0.8173266649246216
BC16 completed by Richard Smith with the Thornton Creek Enhancement Society. Estimates reviewed by WCVI Escapement Co-ordinator Seaton Taylor. Walk surveys conducted daily from Sept. to Nov. Low water levels in October. Fish did not come into creek and stay until mid October. Lots of sea lion and harbour seal predation, killed and ate at least 1200 fish estimated due to dry extended fall. | neutral | 0.7353392243385315
Somass system data reviewed February & March 2006 A "Not Inspected BC16 was prepared by Brad Rushton for Beaver Creek in 1988 | neutral | 0.9354822635650635
Preliminary Coho Estimate. Surveys Conducted Sep 9,22,30. Oct 7,16,29. Nov 12. Removed Sep 30 and Oct 16 survey form AUC. | neutral | 0.9381712079048157
Snorkel surveys conducted on 2018-10-09; 2018-10-21; 2018-11-10. Only three Pink observed on Oct 21 survey. Adults present was used as the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9368339776992798
Snorkel surveys conducted 2011-09-04; 2011-09-16; 2010-20 & 2011-11-14. Only four surveys in 2011, one survey where a large number on chum were counted. Expanded PL+D used as the estimate. | neutral | 0.8627955913543701
Person Preparing Report: Hank Buitendyk, CPV Field Crew: Hank Buitendyk Debris Torrent: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Note: Late inspection. Chum escapement likely higher. (10) Debris jams: Several large log jams. If we have a heavy run off this fall, it may jam the creek at the lower end. | neutral | 0.9240331649780273
Snorkel surveys 2019-09-04, 2019-09-20, 2019-09-30, 2019-10-12, 2019-10-29, 2019-11-06. Single pink at Perry's confluence Sept 4. No other adults/spawning activity observed. | neutral | 0.9450476765632629
Somass system data reviewed March & April 2006. Updated chum escapement numbers for the Somass System provided by DFO Stock Assessment Technician Jeff Till. Stamp Falls Fishway - continuous count, from 1991-09-07 to 1991-11-10. 62 chum counted through Stamp Falls fishway. Chum estimate for the Somass System = Somass River + Kitsucksus Creek + Cherry Creek + Sproat River + Stamp River, Lower + Stamp River, Upper + Beaver Creek + Deer Creek. A small portion of chum make it through Stamp Falls Fishway, the majority of chum spawn in the Somass Mainstem or Lower Sproat River, a few spawn in the Lower Stamp River. Comment on original 1991 BC16 for the Somass System. Surveyed by electronic counters and helicopter surveys listed for Sept. 17th, October 10th, and November 1st. Spawning distribution: very few chinook spawned below Stamp Falls this year. Evidence of digging up eggs by later spawning fish, very likely with chinook with nearly 100,000 spawning in upper river. Sockeye enhanced in GCL through fertilization - an introduced stock. Hatchery enhancement on coho and chinook. Coho counts do not include tributaries below Stamp Falls, this means no counts for the entire Sproat System, Kitsucksis, Rogers Creek, Cheery Creek, Deer Creek, Beaver Creek, etc. BC16 Report prepared by B Rushton. | na | nan
Snorkey surveys conducted 10/10/2019, 22/10/2019, 30/10/2019, 4/11/20119 .Although all surveys targeted chum, poor survey conditions in 2/4 surveys. Peak live + Dead used. | negative | 0.7563424706459045
Lower 1.5 km surveyed. | neutral | 0.8628072142601013
Person Preparing Report: H. Buitendyk Field Crew: H. Buitendyk % of Spawning Habitat Surveyed: 50% Predators Counted During Surveys: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Very muddy estuary. Lots of run off previous logging. (20a) Predator counts by date and predator type: One seal observed. | neutral | 0.9403773546218872
Surveyed by Gord Bainbridge, Charter Patrol. Peak (with dead) of 2550 on Oct 27. None observed Oct 7. Lower section surveyed only. | neutral | 0.9358512163162231
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Field Crew: Hank Buitendyk (CPV) Enhancement/Biological Activities: Yes % of Spawning Habitat Surveyed: 90% Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from system, not just those used for brood. Tidal sport fishery closed September-1999 to protect Alberni Inlet chinook. | neutral | 0.9379580616950989
Starting and ending zeros not covered but estimated with avg residence time and previous yrs stream data. Good coverage of peak, most surveys <10 days apart. | positive | 0.5766417384147644
Population not fully inspected-2 stream inspections but only 1 during PK run timing | neutral | 0.5656660199165344
Surveyed by Gord Bainbridge, Charter Patrol. Peak of 276 on final survey. No AUC on jacks. | neutral | 0.9403994083404541
Snorkel surveys conducted 2016-09-06; 2016-09-15; 2016-09-22; 2016-09-29; 2016-10-05; 2016-10-12; 2016-10-29 & 2016-12-14. Poor survey timing for pink salmon, only one pink was observed. The raw PL+D was used for the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.536891758441925
Surveyed by TCES and NTC. Peak of 205 on first survey. No AUC on jacks. | neutral | 0.9200202822685242
Stream walk conducted Nov 12. PL+D Estimate. | neutral | 0.9579809308052063
Survey life of 45 days used for adult AUC calculation and 35 days for jacks. | neutral | 0.9305586814880371
Custom estimate derived by hatchery staff. Brood removals of 15 males and 14 females. Other mortalities/removals were 5 males. This estimate has no supporting information. | neutral | 0.523787260055542
Snorkel surveys conducted 2011-10-19. Poor survey conditions: 80% population observed and 49% observer efficiency. | negative | 0.8865275979042053
Person Preparing Report: Hank Buitendyk, CPV Field Crew: Hank Buitendyk Other Unusual Conditions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Note: Late inspection date. L. Gordon - chum number likely higher. (15) General Comments on Unusual Conditions: This creek is still a mess and impossible to reach or access from entrance | neutral | 0.86531662940979
Person Preparing Report: Willem Buitendyk Field Crew: Willem Buitendyk Flood Impacts: Yes % of Spawning Habitat Surveyed: 75% Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Some windfalls and stream debris in the upper regions may affect chum spawning. (14) Flood: Heavy rains in early Oct through Nov. caused high water flows making surveying difficult. | neutral | 0.9122258424758911
Original BC16 listed 2 populations of chum which is incorrect. Estimate updated May 3rd, 2005 ? a new SEN was created and the BC16 species with the 2 populations retired. Original BC16 Comments: Person Preparing Report: Bob Allan, CPV Field Crew: Bob Allen Survey Methods: Bank Walk, Stream Walk and Boat | neutral | 0.6512759923934937
Snorkel surveys conducted 2015-09-02; 2015-09-15; 2015-09-21; 2015-10-09 & 2015-11-30. Poor survey conditions for the season, only one of the three surveys in September was good. And the survey in October was fair. The survey conducted in November was a partial survey and focused on bio-sampling Chinook. No pink were observed. | negative | 0.6589285731315613
Higher residence times used because this is an early run and surveys did not start until near/after peak. Survey life of 21 days for adult and jacks used for AUC escapement estimate. | neutral | 0.8937600255012512
Snorkel survey conducted 2014-11-12. Heavy rains in mid to late October created poor survey conditions. Poor survey coverage, only 1 survey in 2014. The survey was late in the season, targeting coho. The Expanded PL+D was used as the escapement estimate. | negative | 0.8441419005393982
Person Preparing Report: L.V. Gordon Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Inspection by Hesquiat Fisheries crew. | neutral | 0.9541778564453125
Survey life of 12 days used for adults. | neutral | 0.9199866056442261
Snorkel surveys conducted 2011-11-01 & 2011-12-05. | neutral | 0.9414432644844055
Snorkel surveys conducted 2011-10-13; 2011-10-31; 2011-11-08 & 2011-12-04. Poor survey coverage for Chinook. Expanded PL+D used for the estimate. | negative | 0.7901512980461121
Person Preparing Report: R. Walker Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Large fir tree at river mouth recently fallen over. Not obstructing yet, but may catch outgoing logs floating downstream. Entrance is tidal and should be entered with rising tide. If you have to, tie off your skiff. Fairly fast flowing. Rained for 2 days before walk. Only walked as far as canyon because of time contraints. Will go further next walk. (20) Predator Interactions: Lots of bear sign. One large live one. | neutral | 0.9267747402191162
Person Preparing Report: Willem Buitendyk Field Crew: Willem Buitendyk Distribution of Spawning Salmon: Mainly in first km for chum - unknown for other species. Predators Counted During Surveys: Yes Other Comments (May relate to several species): (20a) Predator counts by date and predator type: Mother bear and 2 cubs in residence near estuary. | neutral | 0.9527012705802917
Somass system data reviewed February & March 2006. A blank BC16 with Beaver Creek written down, no indication if the river was inspected or a name entered as the person preparing the report. Since there is no survey data, the stream will be listed as "Not Inspected". | neutral | 0.5845273733139038
Bank walks conducted 2016-10-26 & 2016-11-05. Poor survey coverage, only two surveys done in 2016. The expanded PL+D was used for the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.7007802128791809
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement counts have been combined with the Tahsish River. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9515460133552551
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson Debris Torrent: Yes Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (10) Debris jams: Logging debris noted half way to bridge - no action recommended at this time. (20) Predator Interactions: Bears. | neutral | 0.8948198556900024
